character	code_point	readings	tier	references	details
𪻞	U+2AEDE	hài	cns11643	CNS-20260805:11-7851	CJK認同表意文字延伸C, CNS 14649
𪻟	U+2AEDF	bù fū	cns11643	CNS-20260805:11-7852	CJK認同表意文字延伸C, CNS 14649
𪻠	U+2AEE0	nòng	cns11643	CNS-20260805:12-5B7E	內政部戶政用字
𪻡	U+2AEE1	dòu	cns11643	CNS-20260805:12-5C25	內政部戶政用字
𪻢	U+2AEE2	zhé	cns11643	CNS-20260805:11-7A2E	CJK認同表意文字延伸C, CNS 14649
𪻣	U+2AEE3	jiǒng	cns11643	CNS-20260805:11-7A2F	CJK認同表意文字延伸C, CNS 14649
𪻤	U+2AEE4	bīng	cns11643	CNS-20260805:12-5C28	內政部戶政用字
𪻥	U+2AEE5	hēng	cns11643	CNS-20260805:11-7A30	CJK認同表意文字延伸C, CNS 14649
𪻦	U+2AEE6	nài	cns11643	CNS-20260805:13-2D3B	內政部戶政用字
𪻧	U+2AEE7	mù	cns11643	CNS-20260805:13-2D3E	內政部戶政用字
𪻩	U+2AEE9	xī	cns11643	CNS-20260805:15-6D65	CJK認同表意文字延伸C, CNS 14649
𪻪	U+2AEEA	míng	cns11643	CNS-20260805:13-2D34	內政部戶政用字
𪻫	U+2AEEB	wǎng	cns11643	CNS-20260805:13-2D59	內政部戶政用字
𪻬	U+2AEEC	yuè	cns11643	CNS-20260805:13-2D3D	內政部戶政用字
𪻮	U+2AEEE	bān	cns11643	CNS-20260805:13-2D61	內政部戶政用字
𪻯	U+2AEEF	fàng	cns11643	CNS-20260805:15-6D66	CJK認同表意文字延伸C, CNS 14649
𪻰	U+2AEF0	yǔn	cns11643	CNS-20260805:15-6D67	CJK認同表意文字延伸C, CNS 14649
𪻱	U+2AEF1	hán	cns11643	CNS-20260805:13-2D2E	內政部戶政用字
𪻳	U+2AEF3	ná nán	cns11643	CNS-20260805:13-3F7C	內政部戶政用字
𪻴	U+2AEF4	qín	cns11643	CNS-20260805:13-4024	內政部戶政用字
𪻶	U+2AEF6	hòu	cns11643	CNS-20260805:15-7028	CJK認同表意文字延伸C, CNS 14649
𪻷	U+2AEF7	ruò	cns11643	CNS-20260805:13-4023	內政部戶政用字
𪻸	U+2AEF8	kē hé	cns11643	CNS-20260805:13-403D	內政部戶政用字
𪻹	U+2AEF9	xīng	cns11643	CNS-20260805:13-5065	內政部戶政用字
𪻻	U+2AEFB	xǐng shěng	cns11643	CNS-20260805:15-702A	CJK認同表意文字延伸C, CNS 14649
𪻽	U+2AEFD	róng	cns11643	CNS-20260805:13-402E	內政部戶政用字
𪻾	U+2AEFE	yàn	cns11643	CNS-20260805:13-4041	內政部戶政用字
𪻿	U+2AEFF	dù duò	cns11643	CNS-20260805:13-4057	內政部戶政用字
𪼀	U+2AF00	dì	cns11643	CNS-20260805:15-702B	CJK認同表意文字延伸C, CNS 14649
𪼁	U+2AF01	yì	cns11643	CNS-20260805:15-702C	CJK認同表意文字延伸C, CNS 14649
𪼃	U+2AF03	jīn	cns11643	CNS-20260805:13-503F	內政部戶政用字
𪼄	U+2AF04	yuán	cns11643	CNS-20260805:13-5061	內政部戶政用字
𪼅	U+2AF05	zhuó	cns11643	CNS-20260805:13-5066	內政部戶政用字
𪼇	U+2AF07	fēng	cns11643	CNS-20260805:13-5039	內政部戶政用字
𪼈	U+2AF08	zhēn	cns11643	CNS-20260805:13-4858	內政部戶政用字
𪼉	U+2AF09	zhēn	cns11643	CNS-20260805:13-5049	內政部戶政用字
𪼊	U+2AF0A	tú	cns11643	CNS-20260805:13-5072	內政部戶政用字
𪼌	U+2AF0C	qióng	cns11643	CNS-20260805:15-7248	CJK認同表意文字延伸C, CNS 14649
𪼍	U+2AF0D	xuān	cns11643	CNS-20260805:13-5037	內政部戶政用字
𪼎	U+2AF0E	qiāng	cns11643	CNS-20260805:13-5052	內政部戶政用字
𪼏	U+2AF0F	sāng	cns11643	CNS-20260805:13-506A	內政部戶政用字
𪼐	U+2AF10	shuǎng	cns11643	CNS-20260805:13-5F6E	內政部戶政用字
𪼑	U+2AF11	jiān	cns11643	CNS-20260805:13-6D4D	內政部戶政用字
𪼒	U+2AF12	wǎn	cns11643	CNS-20260805:13-5F70	內政部戶政用字
𪼕	U+2AF15	zú	cns11643	CNS-20260805:13-6029	內政部戶政用字
𪼖	U+2AF16	yú	cns11643	CNS-20260805:15-7463	CJK認同表意文字延伸C, CNS 14649
𪼗	U+2AF17	wén	cns11643	CNS-20260805:13-6D48	內政部戶政用字
𪼘	U+2AF18	xuān	cns11643	CNS-20260805:13-6D3D	內政部戶政用字
𪼚	U+2AF1A	miǎn	cns11643	CNS-20260805:15-7654	CJK認同表意文字延伸C, CNS 14649
𪼛	U+2AF1B	jí	cns11643	CNS-20260805:15-7655	CJK認同表意文字延伸C, CNS 14649
𪼜	U+2AF1C	xì	cns11643	CNS-20260805:15-7656	CJK認同表意文字延伸C, CNS 14649
𪼝	U+2AF1D	jiù	cns11643	CNS-20260805:15-7657	CJK認同表意文字延伸C, CNS 14649
𪼞	U+2AF1E	zhí	cns11643	CNS-20260805:15-7658	CJK認同表意文字延伸C, CNS 14649
𪼟	U+2AF1F	xī	cns11643	CNS-20260805:15-7659	CJK認同表意文字延伸C, CNS 14649
𪼠	U+2AF20	bō	cns11643	CNS-20260805:15-765A	CJK認同表意文字延伸C, CNS 14649
𪼡	U+2AF21	jiāng	cns11643	CNS-20260805:14-2541	內政部戶政用字
𪼢	U+2AF22	yì	cns11643	CNS-20260805:14-2540	內政部戶政用字
𪼣	U+2AF23	ào	cns11643	CNS-20260805:14-2557	內政部戶政用字
𪼤	U+2AF24	zhān	cns11643	CNS-20260805:14-2558	內政部戶政用字
𪼥	U+2AF25	lián	cns11643	CNS-20260805:14-253C	內政部戶政用字
𪼦	U+2AF26	yì	cns11643	CNS-20260805:14-2548	內政部戶政用字
𪼧	U+2AF27	cāng	cns11643	CNS-20260805:14-2E33	內政部戶政用字
𪼨	U+2AF28	huán	cns11643	CNS-20260805:14-363C	內政部戶政用字
𪼪	U+2AF2A	pán	cns11643	CNS-20260805:15-7A65	CJK認同表意文字延伸C, CNS 14649
𪼫	U+2AF2B	zhèng	cns11643	CNS-20260805:14-362A	內政部戶政用字
𪼬	U+2AF2C	líng	cns11643	CNS-20260805:14-3C33	內政部戶政用字
𪼭	U+2AF2D	xiàn	cns11643	CNS-20260805:15-7B5A	CJK認同表意文字延伸C, CNS 14649
𪼮	U+2AF2E	huán	cns11643	CNS-20260805:14-3C32	內政部戶政用字
𪼰	U+2AF30	jǔ	cns11643	CNS-20260805:15-7C7B	CJK認同表意文字延伸C, CNS 14649
𪼱	U+2AF31	yūn	cns11643	CNS-20260805:15-7D41	CJK認同表意文字延伸C, CNS 14649
𪼲	U+2AF32	dǎng	cns11643	CNS-20260805:15-7D5E	CJK認同表意文字延伸C, CNS 14649
𪼳	U+2AF33	guā	cns11643	CNS-20260805:12-3470	內政部戶政用字
𪼴	U+2AF34	cháng	cns11643	CNS-20260805:11-7672	CJK認同表意文字延伸C, CNS 14649
𪼵	U+2AF35	hù	cns11643	CNS-20260805:13-4061	內政部戶政用字
𪼶	U+2AF36	sì	cns11643	CNS-20260805:11-7571	CJK認同表意文字延伸C, CNS 14649
𪼷	U+2AF37	wáng	cns11643	CNS-20260805:11-7673	CJK認同表意文字延伸C, CNS 14649
𪼸	U+2AF38	zhòu	cns11643	CNS-20260805:11-7674	CJK認同表意文字延伸C, CNS 14649
𪼹	U+2AF39	běn	cns11643	CNS-20260805:11-7853	CJK認同表意文字延伸C, CNS 14649
𪼻	U+2AF3B	jù	cns11643	CNS-20260805:15-702E	CJK認同表意文字延伸C, CNS 14649
𪼼	U+2AF3C	shǒu	cns11643	CNS-20260805:15-7249	CJK認同表意文字延伸C, CNS 14649
𪼾	U+2AF3E	què xì	cns11643	CNS-20260805:15-7465	CJK認同表意文字延伸C, CNS 14649
𪼿	U+2AF3F	yīng	cns11643	CNS-20260805:15-7C7C	CJK認同表意文字延伸C, CNS 14649
𪽀	U+2AF40	jí	cns11643	CNS-20260805:13-2D68	內政部戶政用字
𪽁	U+2AF41	bǔ	cns11643	CNS-20260805:11-726F	CJK認同表意文字延伸C, CNS 14649
𪽂	U+2AF42	tǒu	cns11643	CNS-20260805:12-5C36	內政部戶政用字
𪽃	U+2AF43	fèng	cns11643	CNS-20260805:15-702F	CJK認同表意文字延伸C, CNS 14649
𪽄	U+2AF44	shàng	cns11643	CNS-20260805:15-7030	CJK認同表意文字延伸C, CNS 14649
𪽅	U+2AF45	dǐ	cns11643	CNS-20260805:15-7031	CJK認同表意文字延伸C, CNS 14649
𪽇	U+2AF47	kē	unihan-direct	Unicode-17:kXHC1983	-
𪽈	U+2AF48	chàng	cns11643	CNS-20260805:11-7572	CJK認同表意文字延伸C, CNS 14649
𪽊	U+2AF4A	yuán	cns11643	CNS-20260805:11-7675	CJK認同表意文字延伸C, CNS 14649
𪽋	U+2AF4B	liú	cns11643	CNS-20260805:11-7676	CJK認同表意文字延伸C, CNS 14649
𪽌	U+2AF4C	wén	cns11643	CNS-20260805:12-3C3A	內政部戶政用字
𪽍	U+2AF4D	kē	cns11643	CNS-20260805:12-4D3A	內政部戶政用字
𪽎	U+2AF4E	kě	cns11643	CNS-20260805:11-7854	CJK認同表意文字延伸C, CNS 14649
𪽏	U+2AF4F	lìng	cns11643	CNS-20260805:12-4D39	內政部戶政用字
𪽐	U+2AF50	jiè	cns11643	CNS-20260805:11-7855	CJK認同表意文字延伸C, CNS 14649
𪽑	U+2AF51	wèi	cns11643	CNS-20260805:11-7A31	CJK認同表意文字延伸C, CNS 14649
𪽒	U+2AF52	chōng	cns11643	CNS-20260805:11-7A32	CJK認同表意文字延伸C, CNS 14649
𪽔	U+2AF54	jiàn xiàn	cns11643	CNS-20260805:15-6D69	CJK認同表意文字延伸C, CNS 14649
𪽕	U+2AF55	bāo	cns11643	CNS-20260805:15-6D6A	CJK認同表意文字延伸C, CNS 14649
𪽖	U+2AF56	nà	cns11643	CNS-20260805:15-6D6B	CJK認同表意文字延伸C, CNS 14649
𪽗	U+2AF57	wěi	cns11643	CNS-20260805:15-6D6C	CJK認同表意文字延伸C, CNS 14649
𪽘	U+2AF58	lù	cns11643	CNS-20260805:13-4067	內政部戶政用字
𪽙	U+2AF59	fèng	cns11643	CNS-20260805:13-406C	內政部戶政用字
𪽚	U+2AF5A	jī qí	cns11643	CNS-20260805:13-4066	內政部戶政用字
𪽜	U+2AF5C	xiá xià	cns11643	CNS-20260805:13-5127	內政部戶政用字
𪽝	U+2AF5D	bà	cns11643	CNS-20260805:15-7466	CJK認同表意文字延伸C, CNS 14649
𪽞	U+2AF5E	lóng	cns11643	CNS-20260805:15-7467	CJK認同表意文字延伸C, CNS 14649
𪽟	U+2AF5F	guān	cns11643	CNS-20260805:15-765B	CJK認同表意文字延伸C, CNS 14649
𪽡	U+2AF61	fān	cns11643	CNS-20260805:15-765D	CJK認同表意文字延伸C, CNS 14649
𪽢	U+2AF62	jiāo	cns11643	CNS-20260805:14-2560	內政部戶政用字
𪽣	U+2AF63	chǒng	cns11643	CNS-20260805:15-795E	CJK認同表意文字延伸C, CNS 14649
𪽤	U+2AF64	dié	cns11643	CNS-20260805:14-3C3F	內政部戶政用字
𪽥	U+2AF65	pí	cns11643	CNS-20260805:15-7C43	CJK認同表意文字延伸C, CNS 14649
𪽦	U+2AF66	xī	cns11643	CNS-20260805:15-7C44	CJK認同表意文字延伸C, CNS 14649
𪽧	U+2AF67	chù	cns11643	CNS-20260805:15-783A	CJK認同表意文字延伸C, CNS 14649
𪽨	U+2AF68	dǎi	cns11643	CNS-20260805:11-7677	CJK認同表意文字延伸C, CNS 14649
𪽩	U+2AF69	réng	cns11643	CNS-20260805:11-7678	CJK認同表意文字延伸C, CNS 14649
𪽫	U+2AF6B	zhuǎ	cns11643	CNS-20260805:11-767A	CJK認同表意文字延伸C, CNS 14649
𪽬	U+2AF6C	wèi	cns11643	CNS-20260805:12-4D3C	內政部戶政用字
𪽯	U+2AF6F	shuā	cns11643	CNS-20260805:11-7A33	CJK認同表意文字延伸C, CNS 14649
𪽰	U+2AF70	xǔ	cns11643	CNS-20260805:15-6D6D	CJK認同表意文字延伸C, CNS 14649
𪽱	U+2AF71	qióng	cns11643	CNS-20260805:15-6D6E	CJK認同表意文字延伸C, CNS 14649
𪽲	U+2AF72	bìng	cns11643	CNS-20260805:15-7032	CJK認同表意文字延伸C, CNS 14649
𪽳	U+2AF73	yào	cns11643	CNS-20260805:15-724B	CJK認同表意文字延伸C, CNS 14649
𪽵	U+2AF75	gū	cns11643	CNS-20260805:15-7033	CJK認同表意文字延伸C, CNS 14649
𪽶	U+2AF76	gé	cns11643	CNS-20260805:15-7468	CJK認同表意文字延伸C, CNS 14649
𪽸	U+2AF78	yuè	cns11643	CNS-20260805:15-783B	CJK認同表意文字延伸C, CNS 14649
𪽹	U+2AF79	gōng	cns11643	CNS-20260805:15-783C	CJK認同表意文字延伸C, CNS 14649
𪽺	U+2AF7A	qì	cns11643	CNS-20260805:15-7A66	CJK認同表意文字延伸C, CNS 14649
𪽻	U+2AF7B	mù	cns11643	CNS-20260805:12-3F6B	內政部戶政用字
𪽼	U+2AF7C	wén	cns11643	CNS-20260805:12-3F6A	內政部戶政用字
𪽽	U+2AF7D	qiāo	cns11643	CNS-20260805:11-7858	CJK認同表意文字延伸C, CNS 14649
𪽾	U+2AF7E	bó	cns11643	CNS-20260805:15-6D6F	CJK認同表意文字延伸C, CNS 14649
𪽿	U+2AF7F	wǎn	cns11643	CNS-20260805:13-4076	內政部戶政用字
𪾀	U+2AF80	yù	cns11643	CNS-20260805:15-7034	CJK認同表意文字延伸C, CNS 14649
𪾁	U+2AF81	fá	cns11643	CNS-20260805:15-7035	CJK認同表意文字延伸C, CNS 14649
𪾂	U+2AF82	huàng	cns11643	CNS-20260805:13-4850	內政部戶政用字
𪾃	U+2AF83	wéi	cns11643	CNS-20260805:13-6049	內政部戶政用字
𪾄	U+2AF84	yīn	cns11643	CNS-20260805:13-6D62	內政部戶政用字
𪾅	U+2AF85	xī	cns11643	CNS-20260805:14-445D	內政部戶政用字
𪾆	U+2AF86	pō	cns11643	CNS-20260805:11-7573	CJK認同表意文字延伸C, CNS 14649
𪾇	U+2AF87	pī	cns11643	CNS-20260805:11-767B	CJK認同表意文字延伸C, CNS 14649
𪾈	U+2AF88	yāo yào	cns11643	CNS-20260805:13-5134	內政部戶政用字
𪾉	U+2AF89	xié yé	cns11643	CNS-20260805:15-724D	CJK認同表意文字延伸C, CNS 14649
𪾊	U+2AF8A	pán	cns11643	CNS-20260805:12-4023	內政部戶政用字
𪾌	U+2AF8C	xiǎ ě	cns11643	CNS-20260805:11-7859	CJK認同表意文字延伸C, CNS 14649
𪾍	U+2AF8D	xiōng	cns11643	CNS-20260805:12-4D48	內政部戶政用字
𪾎	U+2AF8E	wǎn	cns11643	CNS-20260805:12-5C60	內政部戶政用字
𪾏	U+2AF8F	yǒu	cns11643	CNS-20260805:15-6D70	CJK認同表意文字延伸C, CNS 14649
𪾐	U+2AF90	miǎn	cns11643	CNS-20260805:15-6D71	CJK認同表意文字延伸C, CNS 14649
𪾑	U+2AF91	fàn	cns11643	CNS-20260805:13-4121	內政部戶政用字
𪾒	U+2AF92	zhōng	cns11643	CNS-20260805:15-7036	CJK認同表意文字延伸C, CNS 14649
𪾓	U+2AF93	chéng shèng	cns11643	CNS-20260805:13-5135	內政部戶政用字
𪾕	U+2AF95	huǎn wǎn	cns11643	CNS-20260805:15-746A	CJK認同表意文字延伸C, CNS 14649
𪾖	U+2AF96	diāo	cns11643	CNS-20260805:13-6D69	內政部戶政用字
𪾗	U+2AF97	fàn	cns11643	CNS-20260805:15-783D	CJK認同表意文字延伸C, CNS 14649
𪾘	U+2AF98	píng	cns11643	CNS-20260805:15-783E	CJK認同表意文字延伸C, CNS 14649
𪾛	U+2AF9B	mèi	cns11643	CNS-20260805:15-7C45	CJK認同表意文字延伸C, CNS 14649
𪾜	U+2AF9C	dù	cns11643	CNS-20260805:15-7C7D	CJK認同表意文字延伸C, CNS 14649
𪾞	U+2AF9E	liáng	cns11643	CNS-20260805:15-7E31	CJK認同表意文字延伸C, CNS 14649
𪾟	U+2AF9F	rǔ	cns11643	CNS-20260805:11-7574	CJK認同表意文字延伸C, CNS 14649
𪾠	U+2AFA0	zhuó	cns11643	CNS-20260805:12-3525	內政部戶政用字
𪾡	U+2AFA1	lóng	cns11643	CNS-20260805:11-767D	CJK認同表意文字延伸C, CNS 14649
𪾣	U+2AFA3	zhù	cns11643	CNS-20260805:11-7721	CJK認同表意文字延伸C, CNS 14649
𪾤	U+2AFA4	wù	cns11643	CNS-20260805:11-785A	CJK認同表意文字延伸C, CNS 14649
𪾥	U+2AFA5	hào	cns11643	CNS-20260805:12-402D	內政部戶政用字
𪾧	U+2AFA7	líng	cns11643	CNS-20260805:12-4D52	內政部戶政用字
𪾩	U+2AFA9	xū yǔ	cns11643	CNS-20260805:12-5C6C	內政部戶政用字
𪾪	U+2AFAA	cì	cns11643	CNS-20260805:11-7A35	CJK認同表意文字延伸C, CNS 14649
𪾫	U+2AFAB	xù	cns11643	CNS-20260805:13-2E26	內政部戶政用字
𪾬	U+2AFAC	luàn	cns11643	CNS-20260805:15-6D72	CJK認同表意文字延伸C, CNS 14649
𪾭	U+2AFAD	lín	cns11643	CNS-20260805:13-412F	內政部戶政用字
𪾮	U+2AFAE	chěng	cns11643	CNS-20260805:15-7037	CJK認同表意文字延伸C, CNS 14649
𪾯	U+2AFAF	xīn	cns11643	CNS-20260805:15-7038	CJK認同表意文字延伸C, CNS 14649
𪾰	U+2AFB0	pàng	cns11643	CNS-20260805:13-4130	內政部戶政用字
𪾱	U+2AFB1	xǐng shěng	cns11643	CNS-20260805:13-5141	內政部戶政用字
𪾲	U+2AFB2	àn	cns11643	CNS-20260805:15-724F	CJK認同表意文字延伸C, CNS 14649
𪾳	U+2AFB3	wèi	cns11643	CNS-20260805:13-5142	內政部戶政用字
𪾴	U+2AFB4	shǐ	cns11643	CNS-20260805:15-7250	CJK認同表意文字延伸C, CNS 14649
𪾵	U+2AFB5	sù	cns11643	CNS-20260805:15-746B	CJK認同表意文字延伸C, CNS 14649
𪾶	U+2AFB6	shuì	cns11643	CNS-20260805:13-6058	內政部戶政用字
𪾷	U+2AFB7	juàn jùn	cns11643	CNS-20260805:15-746C	CJK認同表意文字延伸C, CNS 14649
𪾹	U+2AFB9	dài	cns11643	CNS-20260805:15-765E	CJK認同表意文字延伸C, CNS 14649
𪾺	U+2AFBA	mì	cns11643	CNS-20260805:15-765F	CJK認同表意文字延伸C, CNS 14649
𪾻	U+2AFBB	què	cns11643	CNS-20260805:15-7660	CJK認同表意文字延伸C, CNS 14649
𪾼	U+2AFBC	yī	cns11643	CNS-20260805:15-783F	CJK認同表意文字延伸C, CNS 14649
𪾽	U+2AFBD	mǐn	cns11643	CNS-20260805:14-2570	內政部戶政用字
𪾾	U+2AFBE	dá	cns11643	CNS-20260805:15-7840	CJK認同表意文字延伸C, CNS 14649
𪾿	U+2AFBF	pǔ	cns11643	CNS-20260805:15-7841	CJK認同表意文字延伸C, CNS 14649
𪿀	U+2AFC0	yù	cns11643	CNS-20260805:15-7842	CJK認同表意文字延伸C, CNS 14649
𪿁	U+2AFC1	lóng	cns11643	CNS-20260805:15-7A68	CJK認同表意文字延伸C, CNS 14649
𪿂	U+2AFC2	zhēng	cns11643	CNS-20260805:14-3B2C	內政部戶政用字
𪿃	U+2AFC3	xún	cns11643	CNS-20260805:14-3F7B	內政部戶政用字
𪿄	U+2AFC4	lóng lǒng	cns11643	CNS-20260805:15-7C46	CJK認同表意文字延伸C, CNS 14649
𪿅	U+2AFC5	yīng	cns11643	CNS-20260805:15-7E32	CJK認同表意文字延伸C, CNS 14649
𪿆	U+2AFC6	jīn	cns11643	CNS-20260805:12-403B	內政部戶政用字
𪿇	U+2AFC7	juān	cns11643	CNS-20260805:15-6D73	CJK認同表意文字延伸C, CNS 14649
𪿈	U+2AFC8	zhí	cns11643	CNS-20260805:11-7722	CJK認同表意文字延伸C, CNS 14649
𪿉	U+2AFC9	shǎo	cns11643	CNS-20260805:12-403C	內政部戶政用字
𪿋	U+2AFCB	jī jì qí	cns11643	CNS-20260805:13-4144	內政部戶政用字
𪿌	U+2AFCC	róu	cns11643	CNS-20260805:13-514D	內政部戶政用字
𪿍	U+2AFCD	bié	cns11643	CNS-20260805:15-746E	CJK認同表意文字延伸C, CNS 14649
𪿎	U+2AFCE	shè	cns11643	CNS-20260805:15-746F	CJK認同表意文字延伸C, CNS 14649
𪿏	U+2AFCF	lún	cns11643	CNS-20260805:15-7B5C	CJK認同表意文字延伸C, CNS 14649
𪿐	U+2AFD0	shū	cns11643	CNS-20260805:15-7C47	CJK認同表意文字延伸C, CNS 14649
𪿑	U+2AFD1	kāng	cns11643	CNS-20260805:12-4045	內政部戶政用字
𪿓	U+2AFD3	gōng	cns11643	CNS-20260805:11-7724	CJK認同表意文字延伸C, CNS 14649
𪿔	U+2AFD4	wú	cns11643	CNS-20260805:12-4D66	內政部戶政用字
𪿕	U+2AFD5	shào	cns11643	CNS-20260805:12-4D76	內政部戶政用字
𪿖	U+2AFD6	xuán	cns11643	CNS-20260805:12-4D72	內政部戶政用字
𪿗	U+2AFD7	ní	cns11643	CNS-20260805:12-4D6F	內政部戶政用字
𪿘	U+2AFD8	tái	cns11643	CNS-20260805:12-4D74	內政部戶政用字
𪿙	U+2AFD9	tàn	cns11643	CNS-20260805:12-5D26	內政部戶政用字
𪿚	U+2AFDA	sì	cns11643	CNS-20260805:11-7E68	CJK認同表意文字延伸C, CNS 14649
𪿛	U+2AFDB	dú	cns11643	CNS-20260805:12-5D2F	內政部戶政用字
𪿜	U+2AFDC	biān	cns11643	CNS-20260805:12-5D28	內政部戶政用字
𪿝	U+2AFDD	hú què xué	cns11643	CNS-20260805:11-7E71	CJK認同表意文字延伸C, CNS 14649
𪿞	U+2AFDE	chóu	cns11643	CNS-20260805:13-2E3A	內政部戶政用字
𪿟	U+2AFDF	zhēn	cns11643	CNS-20260805:13-2E49	內政部戶政用字
𪿠	U+2AFE0	shāo yè	cns11643	CNS-20260805:13-2E4A	內政部戶政用字
𪿡	U+2AFE1	xià	cns11643	CNS-20260805:13-2E35	內政部戶政用字
𪿢	U+2AFE2	bì pì	cns11643	CNS-20260805:13-2E43	內政部戶政用字
𪿣	U+2AFE3	nà	cns11643	CNS-20260805:15-6D74	CJK認同表意文字延伸C, CNS 14649
𪿤	U+2AFE4	pào	cns11643	CNS-20260805:13-4149	內政部戶政用字
𪿥	U+2AFE5	méi	cns11643	CNS-20260805:15-7039	CJK認同表意文字延伸C, CNS 14649
𪿦	U+2AFE6	biǎo	cns11643	CNS-20260805:15-703A	CJK認同表意文字延伸C, CNS 14649
𪿧	U+2AFE7	quán	cns11643	CNS-20260805:13-414D	內政部戶政用字
𪿨	U+2AFE8	bēi	cns11643	CNS-20260805:13-415D	內政部戶政用字
𪿩	U+2AFE9	jī jū	cns11643	CNS-20260805:13-4150	內政部戶政用字
𪿪	U+2AFEA	bài	cns11643	CNS-20260805:15-7251	CJK認同表意文字延伸C, CNS 14649
𪿭	U+2AFED	jiā	cns11643	CNS-20260805:13-607A	內政部戶政用字
𪿮	U+2AFEE	róng	cns11643	CNS-20260805:13-606C	內政部戶政用字
𪿯	U+2AFEF	zhuì	cns11643	CNS-20260805:13-6D7A	內政部戶政用字
𪿰	U+2AFF0	diān	cns11643	CNS-20260805:13-6D73	內政部戶政用字
𪿱	U+2AFF1	pán	cns11643	CNS-20260805:15-7661	CJK認同表意文字延伸C, CNS 14649
𪿲	U+2AFF2	yáo	cns11643	CNS-20260805:13-6D79	內政部戶政用字
𪿳	U+2AFF3	mó	cns11643	CNS-20260805:13-6D7C	內政部戶政用字
𪿴	U+2AFF4	chǎn	cns11643	CNS-20260805:13-6E23	內政部戶政用字
𪿵	U+2AFF5	niǎn	cns11643	CNS-20260805:15-7843	CJK認同表意文字延伸C, CNS 14649
𪿶	U+2AFF6	jié	cns11643	CNS-20260805:14-2625	內政部戶政用字
𪿸	U+2AFF8	lěi	cns11643	CNS-20260805:15-7960	CJK認同表意文字延伸C, CNS 14649
𪿼	U+2AFFC	jù	cns11643	CNS-20260805:15-7A69	CJK認同表意文字延伸C, CNS 14649
𪿽	U+2AFFD	lún	cns11643	CNS-20260805:15-7A6A	CJK認同表意文字延伸C, CNS 14649
𪿾	U+2AFFE	fān	cns11643	CNS-20260805:14-4143	內政部戶政用字
𪿿	U+2AFFF	yán	cns11643	CNS-20260805:14-4670	內政部戶政用字
𫀀	U+2B000	gōng	cns11643	CNS-20260805:12-3530	內政部戶政用字
𫀁	U+2B001	nǚ	cns11643	CNS-20260805:11-7575	CJK認同表意文字延伸C, CNS 14649
𫀂	U+2B002	zhāi	cns11643	CNS-20260805:11-7725	CJK認同表意文字延伸C, CNS 14649
𫀃	U+2B003	nà	cns11643	CNS-20260805:12-3535	內政部戶政用字
𫀄	U+2B004	chéng	cns11643	CNS-20260805:12-4D7C	內政部戶政用字
𫀅	U+2B005	zhàn	cns11643	CNS-20260805:12-4056	內政部戶政用字
𫀆	U+2B006	páo	cns11643	CNS-20260805:12-4D7D	內政部戶政用字
𫀇	U+2B007	wà	cns11643	CNS-20260805:12-4E34	內政部戶政用字
𫀈	U+2B008	tǒng	cns11643	CNS-20260805:12-4E28	內政部戶政用字
𫀉	U+2B009	xù	cns11643	CNS-20260805:11-7E75	CJK認同表意文字延伸C, CNS 14649
𫀊	U+2B00A	yī	cns11643	CNS-20260805:12-4E29	內政部戶政用字
𫀋	U+2B00B	xié	cns11643	CNS-20260805:12-5D44	內政部戶政用字
𫀍	U+2B00D	yì	cns11643	CNS-20260805:12-5D3A	內政部戶政用字
𫀎	U+2B00E	yán	cns11643	CNS-20260805:12-5D41	內政部戶政用字
𫀏	U+2B00F	wán	cns11643	CNS-20260805:15-6D76	CJK認同表意文字延伸C, CNS 14649
𫀐	U+2B010	wǔ	cns11643	CNS-20260805:13-2E5F	內政部戶政用字
𫀑	U+2B011	zhuó	cns11643	CNS-20260805:13-2E61	內政部戶政用字
𫀒	U+2B012	tì	cns11643	CNS-20260805:13-2E73	內政部戶政用字
𫀕	U+2B015	chěng yǐng	cns11643	CNS-20260805:13-5171	內政部戶政用字
𫀖	U+2B016	chǐ	cns11643	CNS-20260805:15-703C	CJK認同表意文字延伸C, CNS 14649
𫀗	U+2B017	ér	cns11643	CNS-20260805:15-703D	CJK認同表意文字延伸C, CNS 14649
𫀘	U+2B018	lù	cns11643	CNS-20260805:12-5D3E	內政部戶政用字
𫀙	U+2B019	shè	cns11643	CNS-20260805:15-703E	CJK認同表意文字延伸C, CNS 14649
𫀚	U+2B01A	wēn yǔn	cns11643	CNS-20260805:13-416B	內政部戶政用字
𫀛	U+2B01B	hán	cns11643	CNS-20260805:13-4223	內政部戶政用字
𫀜	U+2B01C	qín	cns11643	CNS-20260805:13-6125	內政部戶政用字
𫀝	U+2B01D	shè	cns11643	CNS-20260805:15-7470	CJK認同表意文字延伸C, CNS 14649
𫀞	U+2B01E	qiāng chēng	cns11643	CNS-20260805:13-517B	內政部戶政用字
𫀟	U+2B01F	sì	cns11643	CNS-20260805:15-7471	CJK認同表意文字延伸C, CNS 14649
𫀠	U+2B020	cháng	cns11643	CNS-20260805:13-6132	內政部戶政用字
𫀡	U+2B021	chòu	cns11643	CNS-20260805:15-7662	CJK認同表意文字延伸C, CNS 14649
𫀢	U+2B022	wéi	cns11643	CNS-20260805:15-7962	CJK認同表意文字延伸C, CNS 14649
