character	code_point	reason
𱼽	U+31F3D	no accepted official reading
𱽃	U+31F43	no accepted official reading
𱽆	U+31F46	no accepted official reading
𱽇	U+31F47	no accepted official reading
𱽉	U+31F49	no accepted official reading
𱽊	U+31F4A	no accepted official reading
𱽋	U+31F4B	no accepted official reading
𱽌	U+31F4C	no accepted official reading
𱽍	U+31F4D	no accepted official reading
𱽏	U+31F4F	no accepted official reading
𱽑	U+31F51	no accepted official reading
𱽒	U+31F52	no accepted official reading
𱽗	U+31F57	no accepted official reading
𱽘	U+31F58	no accepted official reading
𱽙	U+31F59	no accepted official reading
𱽚	U+31F5A	no accepted official reading
𱽛	U+31F5B	no accepted official reading
𱽜	U+31F5C	no accepted official reading
𱽟	U+31F5F	no accepted official reading
𱽠	U+31F60	no accepted official reading
𱽡	U+31F61	no accepted official reading
𱽢	U+31F62	no accepted official reading
𱽣	U+31F63	no accepted official reading
𱽤	U+31F64	no accepted official reading
𱽦	U+31F66	no accepted official reading
𱽩	U+31F69	no accepted official reading
𱽪	U+31F6A	no accepted official reading
𱽫	U+31F6B	no accepted official reading
𱽬	U+31F6C	no accepted official reading
𱽮	U+31F6E	no accepted official reading
𱽯	U+31F6F	no accepted official reading
𱽰	U+31F70	no accepted official reading
𱽱	U+31F71	no accepted official reading
𱽲	U+31F72	no accepted official reading
𱽳	U+31F73	no accepted official reading
𱽵	U+31F75	no accepted official reading
𱽶	U+31F76	no accepted official reading
𱽸	U+31F78	no accepted official reading
𱽹	U+31F79	no accepted official reading
𱽺	U+31F7A	no accepted official reading
𱽼	U+31F7C	no accepted official reading
𱽽	U+31F7D	no accepted official reading
𱽾	U+31F7E	no accepted official reading
𱾀	U+31F80	no accepted official reading
𱾂	U+31F82	no accepted official reading
𱾄	U+31F84	no accepted official reading
𱾇	U+31F87	no accepted official reading
𱾊	U+31F8A	no accepted official reading
𱾋	U+31F8B	no accepted official reading
𱾍	U+31F8D	no accepted official reading
𱾏	U+31F8F	no accepted official reading
𱾐	U+31F90	no accepted official reading
𱾑	U+31F91	no accepted official reading
𱾖	U+31F96	no accepted official reading
𱾗	U+31F97	no accepted official reading
𱾘	U+31F98	no accepted official reading
𱾙	U+31F99	no accepted official reading
𱾚	U+31F9A	no accepted official reading
𱾛	U+31F9B	no accepted official reading
𱾞	U+31F9E	no accepted official reading
𱾟	U+31F9F	no accepted official reading
𱾠	U+31FA0	no accepted official reading
𱾡	U+31FA1	no accepted official reading
𱾢	U+31FA2	no accepted official reading
𱾣	U+31FA3	no accepted official reading
𱾤	U+31FA4	no accepted official reading
𱾦	U+31FA6	no accepted official reading
𱾧	U+31FA7	no accepted official reading
𱾨	U+31FA8	no accepted official reading
𱾩	U+31FA9	no accepted official reading
𱾪	U+31FAA	no accepted official reading
𱾫	U+31FAB	no accepted official reading
𱾭	U+31FAD	no accepted official reading
𱾮	U+31FAE	no accepted official reading
𱾯	U+31FAF	no accepted official reading
𱾰	U+31FB0	no accepted official reading
𱾳	U+31FB3	no accepted official reading
𱾷	U+31FB7	no accepted official reading
𱾸	U+31FB8	no accepted official reading
𱾻	U+31FBB	no accepted official reading
𱾼	U+31FBC	no accepted official reading
𱾽	U+31FBD	no accepted official reading
𱾿	U+31FBF	no accepted official reading
𱿁	U+31FC1	no accepted official reading
𱿂	U+31FC2	no accepted official reading
𱿃	U+31FC3	no accepted official reading
𱿄	U+31FC4	no accepted official reading
𱿆	U+31FC6	no accepted official reading
𱿉	U+31FC9	no accepted official reading
𱿊	U+31FCA	no accepted official reading
𱿋	U+31FCB	no accepted official reading
𱿌	U+31FCC	no accepted official reading
𱿍	U+31FCD	no accepted official reading
𱿎	U+31FCE	no accepted official reading
𱿏	U+31FCF	no accepted official reading
𱿐	U+31FD0	no accepted official reading
𱿑	U+31FD1	no accepted official reading
𱿒	U+31FD2	no accepted official reading
𱿓	U+31FD3	no accepted official reading
𱿔	U+31FD4	no accepted official reading
𱿕	U+31FD5	no accepted official reading
𱿘	U+31FD8	no accepted official reading
𱿙	U+31FD9	no accepted official reading
𱿚	U+31FDA	no accepted official reading
𱿛	U+31FDB	no accepted official reading
𱿜	U+31FDC	no accepted official reading
𱿞	U+31FDE	no accepted official reading
𱿟	U+31FDF	no accepted official reading
𱿠	U+31FE0	no accepted official reading
𱿡	U+31FE1	no accepted official reading
𱿢	U+31FE2	no accepted official reading
𱿤	U+31FE4	no accepted official reading
𱿥	U+31FE5	no accepted official reading
𱿦	U+31FE6	no accepted official reading
𱿧	U+31FE7	no accepted official reading
𱿨	U+31FE8	no accepted official reading
𱿩	U+31FE9	no accepted official reading
𱿭	U+31FED	no accepted official reading
𱿮	U+31FEE	no accepted official reading
𱿰	U+31FF0	no accepted official reading
𱿱	U+31FF1	no accepted official reading
𱿲	U+31FF2	no accepted official reading
𱿳	U+31FF3	no accepted official reading
𱿴	U+31FF4	no accepted official reading
𱿵	U+31FF5	no accepted official reading
𱿶	U+31FF6	no accepted official reading
𱿷	U+31FF7	no accepted official reading
𱿸	U+31FF8	no accepted official reading
𱿹	U+31FF9	no accepted official reading
𱿺	U+31FFA	no accepted official reading
𱿻	U+31FFB	no accepted official reading
𱿼	U+31FFC	no accepted official reading
𱿽	U+31FFD	no accepted official reading
𱿾	U+31FFE	no accepted official reading
𱿿	U+31FFF	no accepted official reading
𲀀	U+32000	no accepted official reading
𲀁	U+32001	no accepted official reading
𲀂	U+32002	no accepted official reading
𲀅	U+32005	no accepted official reading
𲀆	U+32006	no accepted official reading
𲀇	U+32007	no accepted official reading
𲀈	U+32008	no accepted official reading
𲀉	U+32009	no accepted official reading
𲀊	U+3200A	no accepted official reading
𲀋	U+3200B	no accepted official reading
𲀌	U+3200C	no accepted official reading
𲀎	U+3200E	no accepted official reading
𲀏	U+3200F	no accepted official reading
𲀐	U+32010	no accepted official reading
𲀒	U+32012	no accepted official reading
𲀓	U+32013	no accepted official reading
𲀔	U+32014	no accepted official reading
𲀕	U+32015	no accepted official reading
𲀖	U+32016	no accepted official reading
𲀗	U+32017	no accepted official reading
𲀙	U+32019	no accepted official reading
𲀚	U+3201A	no accepted official reading
𲀛	U+3201B	no accepted official reading
𲀜	U+3201C	no accepted official reading
𲀝	U+3201D	no accepted official reading
𲀠	U+32020	no accepted official reading
𲀢	U+32022	no accepted official reading
𲀣	U+32023	no accepted official reading
𲀤	U+32024	no accepted official reading
𲀥	U+32025	no accepted official reading
𲀦	U+32026	no accepted official reading
𲀧	U+32027	no accepted official reading
𲀨	U+32028	no accepted official reading
𲀩	U+32029	no accepted official reading
𲀪	U+3202A	no accepted official reading
𲀭	U+3202D	no accepted official reading
𲀮	U+3202E	no accepted official reading
𲀱	U+32031	no accepted official reading
𲀲	U+32032	no accepted official reading
𲀴	U+32034	no accepted official reading
𲀵	U+32035	no accepted official reading
𲀶	U+32036	no accepted official reading
𲀷	U+32037	no accepted official reading
𲀸	U+32038	no accepted official reading
𲀹	U+32039	no accepted official reading
𲀺	U+3203A	no accepted official reading
𲀻	U+3203B	no accepted official reading
𲀼	U+3203C	no accepted official reading
𲀽	U+3203D	no accepted official reading
𲀾	U+3203E	no accepted official reading
𲀿	U+3203F	no accepted official reading
𲁀	U+32040	no accepted official reading
𲁁	U+32041	no accepted official reading
𲁂	U+32042	no accepted official reading
𲁃	U+32043	no accepted official reading
𲁄	U+32044	no accepted official reading
𲁅	U+32045	no accepted official reading
𲁆	U+32046	no accepted official reading
𲁈	U+32048	no accepted official reading
𲁌	U+3204C	no accepted official reading
𲁏	U+3204F	no accepted official reading
𲁐	U+32050	no accepted official reading
𲁑	U+32051	no accepted official reading
𲁒	U+32052	no accepted official reading
𲁔	U+32054	no accepted official reading
𲁕	U+32055	no accepted official reading
𲁖	U+32056	no accepted official reading
𲁗	U+32057	no accepted official reading
𲁘	U+32058	no accepted official reading
𲁙	U+32059	no accepted official reading
𲁚	U+3205A	no accepted official reading
𲁛	U+3205B	no accepted official reading
𲁜	U+3205C	no accepted official reading
𲁝	U+3205D	no accepted official reading
𲁞	U+3205E	no accepted official reading
𲁟	U+3205F	no accepted official reading
𲁠	U+32060	no accepted official reading
𲁡	U+32061	no accepted official reading
𲁢	U+32062	no accepted official reading
𲁣	U+32063	no accepted official reading
𲁤	U+32064	no accepted official reading
𲁥	U+32065	no accepted official reading
𲁨	U+32068	no accepted official reading
𲁩	U+32069	no accepted official reading
𲁪	U+3206A	no accepted official reading
𲁬	U+3206C	no accepted official reading
𲁭	U+3206D	no accepted official reading
𲁮	U+3206E	no accepted official reading
𲁲	U+32072	no accepted official reading
𲁳	U+32073	no accepted official reading
𲁵	U+32075	no accepted official reading
𲁷	U+32077	no accepted official reading
𲁸	U+32078	no accepted official reading
𲁺	U+3207A	no accepted official reading
𲁼	U+3207C	no accepted official reading
𲁽	U+3207D	no accepted official reading
𲁾	U+3207E	no accepted official reading
𲁿	U+3207F	no accepted official reading
𲂁	U+32081	no accepted official reading
𲂂	U+32082	no accepted official reading
𲂃	U+32083	no accepted official reading
𲂄	U+32084	no accepted official reading
𲂅	U+32085	no accepted official reading
𲂇	U+32087	no accepted official reading
𲂈	U+32088	no accepted official reading
𲂉	U+32089	no accepted official reading
𲂊	U+3208A	no accepted official reading
𲂋	U+3208B	no accepted official reading
𲂌	U+3208C	no accepted official reading
𲂍	U+3208D	no accepted official reading
𲂎	U+3208E	no accepted official reading
𲂏	U+3208F	no accepted official reading
𲂐	U+32090	no accepted official reading
𲂑	U+32091	no accepted official reading
𲂒	U+32092	no accepted official reading
𲂕	U+32095	no accepted official reading
𲂖	U+32096	no accepted official reading
𲂗	U+32097	no accepted official reading
𲂘	U+32098	no accepted official reading
𲂙	U+32099	no accepted official reading
𲂚	U+3209A	no accepted official reading
𲂝	U+3209D	no accepted official reading
𲂢	U+320A2	no accepted official reading
𲂣	U+320A3	no accepted official reading
𲂤	U+320A4	no accepted official reading
𲂥	U+320A5	no accepted official reading
𲂦	U+320A6	no accepted official reading
𲂧	U+320A7	no accepted official reading
𲂨	U+320A8	no accepted official reading
𲂩	U+320A9	no accepted official reading
𲂪	U+320AA	no accepted official reading
𲂬	U+320AC	no accepted official reading
𲂭	U+320AD	no accepted official reading
𲂮	U+320AE	no accepted official reading
𲂯	U+320AF	no accepted official reading
𲂰	U+320B0	no accepted official reading
𲂱	U+320B1	no accepted official reading
𲂲	U+320B2	no accepted official reading
𲂳	U+320B3	no accepted official reading
𲂴	U+320B4	no accepted official reading
𲂵	U+320B5	no accepted official reading
𲂶	U+320B6	no accepted official reading
𲂷	U+320B7	no accepted official reading
𲂸	U+320B8	no accepted official reading
𲂹	U+320B9	no accepted official reading
𲂺	U+320BA	no accepted official reading
𲂼	U+320BC	no accepted official reading
𲂽	U+320BD	no accepted official reading
𲂾	U+320BE	no accepted official reading
𲂿	U+320BF	no accepted official reading
𲃁	U+320C1	no accepted official reading
𲃂	U+320C2	no accepted official reading
𲃃	U+320C3	no accepted official reading
𲃄	U+320C4	no accepted official reading
𲃅	U+320C5	no accepted official reading
𲃆	U+320C6	no accepted official reading
𲃇	U+320C7	no accepted official reading
𲃉	U+320C9	no accepted official reading
𲃊	U+320CA	no accepted official reading
𲃋	U+320CB	no accepted official reading
𲃌	U+320CC	no accepted official reading
𲃍	U+320CD	no accepted official reading
𲃎	U+320CE	no accepted official reading
𲃏	U+320CF	no accepted official reading
𲃐	U+320D0	no accepted official reading
𲃑	U+320D1	no accepted official reading
𲃒	U+320D2	no accepted official reading
𲃓	U+320D3	no accepted official reading
𲃔	U+320D4	no accepted official reading
𲃕	U+320D5	no accepted official reading
𲃖	U+320D6	no accepted official reading
𲃗	U+320D7	no accepted official reading
𲃘	U+320D8	no accepted official reading
𲃙	U+320D9	no accepted official reading
𲃚	U+320DA	no accepted official reading
𲃛	U+320DB	no accepted official reading
𲃜	U+320DC	no accepted official reading
𲃝	U+320DD	no accepted official reading
𲃞	U+320DE	no accepted official reading
𲃟	U+320DF	no accepted official reading
𲃠	U+320E0	no accepted official reading
𲃡	U+320E1	no accepted official reading
𲃢	U+320E2	no accepted official reading
𲃣	U+320E3	no accepted official reading
𲃤	U+320E4	no accepted official reading
𲃥	U+320E5	no accepted official reading
𲃦	U+320E6	no accepted official reading
𲃧	U+320E7	no accepted official reading
𲃨	U+320E8	no accepted official reading
𲃩	U+320E9	no accepted official reading
𲃪	U+320EA	no accepted official reading
𲃫	U+320EB	no accepted official reading
𲃬	U+320EC	no accepted official reading
𲃭	U+320ED	no accepted official reading
𲃮	U+320EE	no accepted official reading
𲃰	U+320F0	no accepted official reading
𲃱	U+320F1	no accepted official reading
𲃳	U+320F3	no accepted official reading
𲃴	U+320F4	no accepted official reading
𲃵	U+320F5	no accepted official reading
𲃶	U+320F6	no accepted official reading
𲃷	U+320F7	no accepted official reading
𲃸	U+320F8	no accepted official reading
𲃹	U+320F9	no accepted official reading
𲃺	U+320FA	no accepted official reading
𲃽	U+320FD	no accepted official reading
𲃾	U+320FE	no accepted official reading
𲃿	U+320FF	no accepted official reading
𲄁	U+32101	no accepted official reading
𲄂	U+32102	no accepted official reading
𲄃	U+32103	no accepted official reading
𲄄	U+32104	no accepted official reading
𲄅	U+32105	no accepted official reading
𲄆	U+32106	no accepted official reading
𲄇	U+32107	no accepted official reading
𲄉	U+32109	no accepted official reading
𲄊	U+3210A	no accepted official reading
𲄋	U+3210B	no accepted official reading
𲄌	U+3210C	no accepted official reading
𲄍	U+3210D	no accepted official reading
𲄎	U+3210E	no accepted official reading
𲄏	U+3210F	no accepted official reading
𲄐	U+32110	no accepted official reading
𲄑	U+32111	no accepted official reading
